name,label
Hortiboletus_rubellus/71.Rubellus-2.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/230.20190928_171345-1024x576.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/174.jan_hrasko_531001.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/85.Ruby-12.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/76.c8003dc2020c9a89ce9eb9650b50369c.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/116.DSCN0112.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/13.xerocomus_rubellus_03.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/117.blutroter-filzroehrling-hortiboletus-rubellus-6.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/40.41402.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/254.post-15567-0-79425000-1434636167.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/99.Ruby-11.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/161.vladimir_mikula_708841.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/226.Ruby-4.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/277.1440px-Boletus_edulis_EtgHollande_041031_091.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/138._34_kvas_hr_cerv.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/183.image056.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/69.183194.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/92.hortiboletus-rubellus-pilz-121850546.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/240.post-2286-0-20137300-1405073310_thumb.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/127.hortiboletus-engelii3.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/264._35_vlc_Hrubin_.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/162.blutroter-filzroehrling-hortiboletus-rubellus-4.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/130.Blut-roterRoehrling92.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/98.250px-Boletus_rubellus.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/243.post-2286-0-98278900-1405073536.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/141.post-4-1224834942.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/186.image076.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/20.hortiboletus_rubellus1.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/83.164125.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/126.blutroter-filzroehrling-hortiboletus-rubellus-2.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/75.hortiboletus-rubellus-mushroom-hortiboletus-rubellus-mushroom-formerly-known-as-boletus-rubellus-124921374.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/202.2(7).jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/46.132604.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/285.640px-Mushroom%2C_West_Michigan.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/48.hortiboletus-rubellus2.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/271.xerocomusengelii15.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/111.pavol_baksy_477300_o.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/1.1200px-Hortiboletus_rubellus_2016_G1.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/53.HortiboletusRubellus_MG_7231.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/135.pavol_pavol_665769.jpg,Hortiboletus_rubellus
Hortiboletus_rubellus/189.image077.jpg,Hortiboletus_rubellus
